economics,Gavinist,Noob,Szabian,Walchian,Zamfirist,All
Cryptopunk,1.6055045871559634,0.0,2.064220183486239,0.45871559633027525,1.6055045871559634,5.73394495412844
Degen,1.6055045871559634,0.0,0.22935779816513763,0.0,0.22935779816513763,2.064220183486239
Earner,3.669724770642202,0.22935779816513763,2.064220183486239,0.9174311926605505,2.293577981651376,9.174311926605505
NPC,5.275229357798166,1.146788990825688,2.064220183486239,1.6055045871559634,3.669724770642202,13.761467889908257
Techtrepreneur,23.623853211009173,0.22935779816513763,14.220183486238533,6.651376146788992,24.541284403669724,69.26605504587155
All,35.77981651376147,1.6055045871559634,20.642201834862387,9.63302752293578,32.3394495412844,100.0
